line_item_id,quote_id,product_id,quantity,unit_price,total_price,warranty_id
LIN66822,QUO33629,PRO83380,16,6138,98208,WAR00436
LIN53788,QUO52635,PRO03838,13,8952,116376,WAR00437
LIN64402,QUO08614,PRO97881,14,6562,91868,WAR00438
LIN65991,QUO04756,PRO71161,16,4550,72800,WAR00439
LIN72658,QUO00127,PRO44499,5,9613,48065,WAR00440
LIN13091,QUO03992,PRO93334,9,6267,56403,WAR00441
LIN16278,QUO50843,PRO75076,3,8325,24975,WAR00442
LIN56632,QUO24623,PRO40808,13,6574,85462,WAR00443
LIN45581,QUO86686,PRO86754,15,9327,139905,WAR00444
LIN52686,QUO14179,PRO21215,17,4332,73644,WAR00445
LIN90150,QUO10099,PRO99910,5,7851,39255,WAR00446
LIN34895,QUO77113,PRO26667,5,3888,19440,WAR00447
LIN71291,QUO81826,PRO99910,16,7851,125616,WAR00448
LIN64879,QUO79000,PRO92316,9,8114,73026,WAR00449
LIN87368,QUO28869,PRO93334,16,6267,100272,WAR00450
LIN96880,QUO84339,PRO61136,4,5239,20956,WAR00451
LIN32750,QUO68774,PRO03838,10,8952,89520,WAR00452
LIN64569,QUO01194,PRO14701,4,6030,24120,WAR00453
LIN06062,QUO99295,PRO64497,8,7892,63136,WAR00454
LIN54504,QUO71470,PRO65552,6,5999,35994,WAR00455
LIN69273,QUO08006,PRO95982,3,8584,25752,WAR00456
LIN52250,QUO14520,PRO71161,4,4550,18200,WAR00457
LIN05671,QUO73800,PRO98085,15,9212,138180,WAR00458
LIN03473,QUO83306,PRO57903,7,6074,42518,WAR00459
LIN08681,QUO76145,PRO03838,16,8952,143232,WAR00460
LIN07214,QUO38208,PRO07576,15,3571,53565,WAR00461
LIN77203,QUO03379,PRO30045,6,3060,18360,WAR00462
LIN92779,QUO09406,PRO51725,17,8828,150076,WAR00463
LIN94149,QUO59845,PRO75076,3,8325,24975,WAR00464
LIN28447,QUO54002,PRO93334,6,6267,37602,WAR00465
LIN24705,QUO57036,PRO30045,6,3060,18360,WAR00466
LIN66611,QUO82310,PRO51725,15,8828,132420,WAR00467
LIN95511,QUO70961,PRO51725,16,8828,141248,WAR00468
LIN19578,QUO68742,PRO74373,10,7854,78540,WAR00469
LIN50668,QUO63794,PRO93334,10,6267,62670,WAR00470
LIN30061,QUO76904,PRO95982,19,8584,163096,WAR00471
LIN62581,QUO36736,PRO14992,15,5682,85230,WAR00472
LIN13062,QUO28004,PRO97881,17,6562,111554,WAR00473
LIN21410,QUO32677,PRO03838,6,8952,53712,WAR00474
LIN97927,QUO11080,PRO65552,16,5999,95984,WAR00475
LIN88530,QUO22121,PRO95982,12,8584,103008,WAR00476
LIN88317,QUO84200,PRO65552,10,5999,59990,WAR00477
LIN46489,QUO75722,PRO40808,19,6574,124906,WAR00478
LIN35942,QUO93282,PRO46773,13,9613,124969,WAR00479
LIN99707,QUO48225,PRO77206,12,7670,92040,WAR00480
LIN79098,QUO11471,PRO70558,9,7843,70587,WAR00481
LIN48221,QUO39296,PRO40808,3,6574,19722,WAR00482
LIN02495,QUO82987,PRO79367,6,7500,45000,WAR00483
LIN92904,QUO27544,PRO86754,16,9327,149232,WAR00484
LIN18875,QUO34975,PRO51045,11,8664,95304,WAR00485
LIN02947,QUO87202,PRO12639,4,8917,35668,WAR00486
LIN43264,QUO85102,PRO41240,17,9402,159834,WAR00487
LIN03871,QUO62656,PRO65552,15,5999,89985,WAR00488
LIN38743,QUO43654,PRO19301,11,5943,65373,WAR00489
LIN42831,QUO13479,PRO93334,17,6267,106539,WAR00490
LIN83140,QUO33404,PRO57903,8,6074,48592,WAR00491
LIN72671,QUO65518,PRO13996,7,9851,68957,WAR00492
LIN90912,QUO69378,PRO44499,19,9613,182647,WAR00493
LIN20267,QUO35061,PRO29563,19,4923,93537,WAR00494
LIN75752,QUO16126,PRO03838,2,8952,17904,WAR00495
LIN63228,QUO08080,PRO67495,16,9591,153456,WAR00496
LIN46347,QUO00120,PRO71161,1,4550,4550,WAR00497
LIN46292,QUO95951,PRO51045,14,8664,121296,WAR00498
LIN64805,QUO75812,PRO09500,18,6194,111492,WAR00499
LIN22432,QUO95981,PRO70558,5,7843,39215,WAR00500
LIN98936,QUO90957,PRO86754,1,9327,9327,WAR00501
LIN15552,QUO16430,PRO45787,5,9518,47590,WAR00502
LIN69028,QUO73532,PRO64828,16,8684,138944,WAR00503
LIN53370,QUO97142,PRO14992,10,5682,56820,WAR00504
LIN55755,QUO47133,PRO39806,7,7529,52703,WAR00505
LIN97973,QUO23376,PRO64828,8,8684,69472,WAR00506
LIN38876,QUO17529,PRO51045,13,8664,112632,WAR00507
LIN94303,QUO28746,PRO26667,7,3888,27216,WAR00508
LIN11975,QUO80080,PRO19301,3,5943,17829,WAR00509
LIN48845,QUO44481,PRO97881,14,6562,91868,WAR00510
LIN64989,QUO01008,PRO44499,17,9613,163421,WAR00511
LIN49607,QUO51429,PRO39806,13,7529,97877,WAR00512
LIN31343,QUO14515,PRO03838,3,8952,26856,WAR00513
LIN25827,QUO95097,PRO64828,4,8684,34736,WAR00514
LIN54797,QUO48287,PRO51045,19,8664,164616,WAR00515
LIN34505,QUO02963,PRO97881,13,6562,85306,WAR00516
LIN69365,QUO54558,PRO92316,1,8114,8114,WAR00517
LIN45470,QUO27313,PRO26667,10,3888,38880,WAR00518
LIN38085,QUO84868,PRO75076,9,8325,74925,WAR00519
LIN71638,QUO66721,PRO64497,20,7892,157840,WAR00520
LIN11331,QUO43483,PRO26667,11,3888,42768,WAR00521
LIN71122,QUO31418,PRO79367,16,7500,120000,WAR00522
LIN12426,QUO52515,PRO30045,14,3060,42840,WAR00523
LIN42665,QUO32564,PRO64122,7,4502,31514,WAR00524
LIN83469,QUO89163,PRO81999,1,3518,3518,WAR00525
LIN71065,QUO16129,PRO79367,20,7500,150000,WAR00526
LIN48401,QUO00191,PRO67495,17,9591,163047,WAR00527
LIN46314,QUO44450,PRO14701,5,6030,30150,WAR00528
LIN40680,QUO87822,PRO64122,1,4502,4502,WAR00529
LIN03097,QUO69062,PRO07576,1,3571,3571,WAR00530
LIN50736,QUO45507,PRO51725,20,8828,176560,WAR00531
LIN23422,QUO80103,PRO41627,20,6332,126640,WAR00532
LIN48909,QUO01991,PRO29563,12,4923,59076,WAR00533
LIN37145,QUO68736,PRO13996,3,9851,29553,WAR00534
LIN79200,QUO17368,PRO86754,8,9327,74616,WAR00535
LIN68556,QUO03265,PRO12639,13,8917,115921,WAR00536
LIN21545,QUO55044,PRO93334,4,6267,25068,WAR00537
LIN65940,QUO18242,PRO41627,15,6332,94980,WAR00538
LIN99811,QUO04588,PRO40808,17,6574,111758,WAR00539
LIN19711,QUO09553,PRO63981,14,6130,85820,WAR00540
LIN74926,QUO61481,PRO39806,13,7529,97877,WAR00541
LIN57422,QUO39891,PRO29563,5,4923,24615,WAR00542
LIN55577,QUO95515,PRO13996,13,9851,128063,WAR00543
LIN08062,QUO03320,PRO70558,7,7843,54901,WAR00544
LIN72601,QUO18709,PRO13996,4,9851,39404,WAR00545
LIN98267,QUO32831,PRO86898,3,9816,29448,WAR00546
LIN32821,QUO31929,PRO64122,15,4502,67530,WAR00547
LIN80335,QUO36774,PRO39806,5,7529,37645,WAR00548
LIN35391,QUO46768,PRO09500,6,6194,37164,WAR00549
LIN33385,QUO27122,PRO64497,9,7892,71028,WAR00550
LIN35556,QUO34500,PRO83380,12,6138,73656,WAR00551
LIN90557,QUO97123,PRO74373,17,7854,133518,WAR00552
LIN74777,QUO70515,PRO99910,10,7851,78510,WAR00553
LIN16458,QUO13468,PRO14701,17,6030,102510,WAR00554
LIN33699,QUO25684,PRO10732,17,9315,158355,WAR00555
LIN03537,QUO86495,PRO41627,3,6332,18996,WAR00556
LIN01395,QUO61310,PRO81999,12,3518,42216,WAR00557
LIN43164,QUO80641,PRO86898,11,9816,107976,WAR00558
LIN39469,QUO28076,PRO07576,3,3571,10713,WAR00559
LIN22842,QUO47777,PRO71161,1,4550,4550,WAR00560
LIN10735,QUO14641,PRO44499,14,9613,134582,WAR00561
LIN24139,QUO67862,PRO98085,20,9212,184240,WAR00562
LIN70864,QUO71918,PRO21215,10,4332,43320,WAR00563
LIN41433,QUO86340,PRO51045,12,8664,103968,WAR00564
LIN20525,QUO23089,PRO71161,1,4550,4550,WAR00565
LIN99221,QUO92339,PRO14701,5,6030,30150,WAR00566
LIN14376,QUO48301,PRO45787,7,9518,66626,WAR00567
LIN50300,QUO90323,PRO46773,5,9613,48065,WAR00568
LIN00489,QUO30654,PRO63981,5,6130,30650,WAR00569
LIN30046,QUO49472,PRO99910,4,7851,31404,WAR00570
LIN88768,QUO15898,PRO99910,6,7851,47106,WAR00571
LIN38588,QUO40783,PRO86754,19,9327,177213,WAR00572
LIN24761,QUO99177,PRO75076,2,8325,16650,WAR00573
LIN76575,QUO29772,PRO79367,1,7500,7500,WAR00574
LIN61528,QUO33270,PRO71161,17,4550,77350,WAR00575
LIN57167,QUO09085,PRO51725,9,8828,79452,WAR00576
LIN14959,QUO73808,PRO41240,3,9402,28206,WAR00577
LIN51206,QUO05590,PRO79367,7,7500,52500,WAR00578
LIN05570,QUO71967,PRO26667,10,3888,38880,WAR00579
LIN53765,QUO93037,PRO56174,2,9231,18462,WAR00580
LIN81095,QUO99672,PRO51045,7,8664,60648,WAR00581
LIN39551,QUO51558,PRO67890,15,4880,73200,WAR00582
LIN79833,QUO79896,PRO77206,1,7670,7670,WAR00583
LIN78381,QUO68338,PRO92316,6,8114,48684,WAR00584
LIN68557,QUO27636,PRO26667,5,3888,19440,WAR00585
LIN83872,QUO60233,PRO01485,12,8534,102408,WAR00586
LIN57013,QUO58632,PRO81999,8,3518,28144,WAR00587
LIN82999,QUO20360,PRO99910,6,7851,47106,WAR00588
LIN12189,QUO97889,PRO92316,15,8114,121710,WAR00589
LIN75912,QUO51100,PRO12639,18,8917,160506,WAR00590
LIN02308,QUO63498,PRO39806,16,7529,120464,WAR00591
LIN40521,QUO92490,PRO64497,5,7892,39460,WAR00592
LIN66762,QUO42064,PRO86898,20,9816,196320,WAR00593
LIN63541,QUO05707,PRO92316,19,8114,154166,WAR00594
LIN41581,QUO52192,PRO77206,1,7670,7670,WAR00595
LIN63785,QUO35475,PRO14701,11,6030,66330,WAR00596
LIN08996,QUO35708,PRO26667,19,3888,73872,WAR00597
LIN24398,QUO23519,PRO30045,14,3060,42840,WAR00598
LIN50961,QUO44006,PRO12639,1,8917,8917,WAR00599
LIN51718,QUO65228,PRO12639,6,8917,53502,WAR00600
LIN04689,QUO22321,PRO71161,8,4550,36400,WAR00601
LIN09672,QUO70176,PRO44499,5,9613,48065,WAR00602
LIN23351,QUO34433,PRO56174,1,9231,9231,WAR00603
LIN03729,QUO81687,PRO46773,5,9613,48065,WAR00604
LIN11552,QUO18786,PRO83380,9,6138,55242,WAR00605
LIN25624,QUO07040,PRO51725,7,8828,61796,WAR00606
LIN07615,QUO81925,PRO63981,10,6130,61300,WAR00607
LIN66770,QUO03498,PRO99910,17,7851,133467,WAR00608
LIN90371,QUO02974,PRO75076,7,8325,58275,WAR00609
LIN85694,QUO07773,PRO30045,6,3060,18360,WAR00610
LIN62821,QUO97088,PRO67495,2,9591,19182,WAR00611
LIN35056,QUO36479,PRO98085,6,9212,55272,WAR00612
LIN67921,QUO42922,PRO71161,18,4550,81900,WAR00613
LIN30822,QUO72270,PRO81999,8,3518,28144,WAR00614
LIN49344,QUO47793,PRO92316,6,8114,48684,WAR00615
LIN37745,QUO78592,PRO99910,17,7851,133467,WAR00616
LIN47813,QUO27216,PRO99910,11,7851,86361,WAR00617
LIN48325,QUO90068,PRO86754,3,9327,27981,WAR00618
LIN15322,QUO61483,PRO61136,11,5239,57629,WAR00619
LIN94029,QUO44418,PRO93334,4,6267,25068,WAR00620
LIN00124,QUO46324,PRO74373,20,7854,157080,WAR00621
LIN96241,QUO56161,PRO19301,1,5943,5943,WAR00622
LIN38297,QUO77733,PRO86754,14,9327,130578,WAR00623
LIN03128,QUO89948,PRO57903,3,6074,18222,WAR00624
LIN77212,QUO02069,PRO63981,16,6130,98080,WAR00625
LIN91720,QUO27674,PRO03838,8,8952,71616,WAR00626
LIN66790,QUO72417,PRO75076,18,8325,149850,WAR00627
LIN80690,QUO00488,PRO04233,4,5775,23100,WAR00628
LIN46673,QUO93521,PRO64497,13,7892,102596,WAR00629
LIN48834,QUO66063,PRO39806,14,7529,105406,WAR00630
LIN82570,QUO58006,PRO04233,9,5775,51975,WAR00631
LIN36560,QUO36015,PRO74373,6,7854,47124,WAR00632
LIN07728,QUO92563,PRO64122,2,4502,9004,WAR00633
LIN39758,QUO45271,PRO86754,15,9327,139905,WAR00634
LIN80360,QUO25659,PRO03838,18,8952,161136,WAR00635
LIN39071,QUO65140,PRO83380,20,6138,122760,WAR00636
LIN50527,QUO24634,PRO67890,20,4880,97600,WAR00637
LIN73053,QUO76161,PRO93334,7,6267,43869,WAR00638
LIN10948,QUO41761,PRO30045,14,3060,42840,WAR00639
LIN27929,QUO57699,PRO81999,20,3518,70360,WAR00640
LIN00085,QUO09986,PRO45787,5,9518,47590,WAR00641
LIN19975,QUO91709,PRO81999,3,3518,10554,WAR00642
LIN61474,QUO22078,PRO97881,20,6562,131240,WAR00643
LIN24203,QUO92844,PRO57903,19,6074,115406,WAR00644
LIN15441,QUO46631,PRO09500,8,6194,49552,WAR00645
LIN71932,QUO94459,PRO04233,3,5775,17325,WAR00646
LIN47962,QUO05864,PRO79367,20,7500,150000,WAR00647
LIN98256,QUO32851,PRO29563,16,4923,78768,WAR00648
LIN37367,QUO81079,PRO19301,1,5943,5943,WAR00649
LIN14324,QUO47579,PRO51045,12,8664,103968,WAR00650
LIN94536,QUO52767,PRO46773,9,9613,86517,WAR00651
LIN73332,QUO18489,PRO74373,9,7854,70686,WAR00652
LIN32733,QUO32049,PRO07576,6,3571,21426,WAR00653
LIN04861,QUO72887,PRO92316,11,8114,89254,WAR00654
LIN02632,QUO78639,PRO46773,14,9613,134582,WAR00655
LIN25785,QUO24685,PRO74373,9,7854,70686,WAR00656
LIN92207,QUO30718,PRO44499,11,9613,105743,WAR00657
LIN10209,QUO53479,PRO70558,5,7843,39215,WAR00658
LIN67381,QUO87051,PRO79367,2,7500,15000,WAR00659
LIN26287,QUO79197,PRO41240,9,9402,84618,WAR00660
LIN37816,QUO72462,PRO41627,2,6332,12664,WAR00661
LIN31004,QUO99405,PRO70558,20,7843,156860,WAR00662
LIN41066,QUO94419,PRO92316,3,8114,24342,WAR00663
LIN62650,QUO17468,PRO70558,11,7843,86273,WAR00664
LIN20358,QUO98450,PRO41627,1,6332,6332,WAR00665
LIN88285,QUO36810,PRO74373,7,7854,54978,WAR00666
LIN09239,QUO61709,PRO26667,3,3888,11664,WAR00667
LIN45949,QUO29706,PRO86898,2,9816,19632,WAR00668
LIN53512,QUO14968,PRO14701,2,6030,12060,WAR00669
LIN32080,QUO18218,PRO51045,4,8664,34656,WAR00670
LIN31728,QUO27566,PRO97881,17,6562,111554,WAR00671
LIN08417,QUO81042,PRO93334,10,6267,62670,WAR00672
LIN82055,QUO34680,PRO14992,15,5682,85230,WAR00673
LIN99815,QUO91183,PRO64122,5,4502,22510,WAR00674
LIN63475,QUO13374,PRO81999,13,3518,45734,WAR00675
LIN34158,QUO85448,PRO92316,6,8114,48684,WAR00676
LIN03236,QUO05858,PRO64497,5,7892,39460,WAR00677
LIN88988,QUO76315,PRO26667,9,3888,34992,WAR00678
LIN51215,QUO23993,PRO39806,8,7529,60232,WAR00679
LIN68234,QUO06323,PRO03838,14,8952,125328,WAR00680
LIN58242,QUO54947,PRO51045,9,8664,77976,WAR00681
LIN52669,QUO83431,PRO86754,9,9327,83943,WAR00682
LIN94080,QUO07245,PRO77206,12,7670,92040,WAR00683
LIN99585,QUO39880,PRO71161,5,4550,22750,WAR00684
LIN49630,QUO24986,PRO63981,6,6130,36780,WAR00685
LIN41324,QUO76579,PRO92316,1,8114,8114,WAR00686
LIN53634,QUO96004,PRO65552,17,5999,101983,WAR00687
LIN94628,QUO17366,PRO86898,3,9816,29448,WAR00688
LIN60286,QUO31495,PRO41627,9,6332,56988,WAR00689
LIN75205,QUO31327,PRO40808,3,6574,19722,WAR00690
LIN76177,QUO52330,PRO64497,5,7892,39460,WAR00691
LIN76499,QUO76283,PRO95982,18,8584,154512,WAR00692
LIN92208,QUO59733,PRO92316,1,8114,8114,WAR00693
LIN86517,QUO14637,PRO64122,2,4502,9004,WAR00694
LIN97701,QUO67266,PRO86898,13,9816,127608,WAR00695
LIN88051,QUO28231,PRO30045,13,3060,39780,WAR00696
LIN65322,QUO79212,PRO63981,4,6130,24520,WAR00697
LIN52669,QUO40766,PRO14992,7,5682,39774,WAR00698
LIN88772,QUO08515,PRO04233,12,5775,69300,WAR00699
LIN46235,QUO55679,PRO56174,17,9231,156927,WAR00700
LIN22704,QUO22778,PRO39806,9,7529,67761,WAR00701
LIN41034,QUO48546,PRO64828,6,8684,52104,WAR00702
LIN07274,QUO40080,PRO29563,3,4923,14769,WAR00703
LIN04286,QUO67150,PRO40808,12,6574,78888,WAR00704
LIN48116,QUO58665,PRO65552,10,5999,59990,WAR00705
LIN87560,QUO59697,PRO04233,14,5775,80850,WAR00706
LIN49107,QUO47287,PRO70558,16,7843,125488,WAR00707
LIN49398,QUO30650,PRO44499,14,9613,134582,WAR00708
LIN23437,QUO42085,PRO10732,17,9315,158355,WAR00709
LIN75970,QUO18076,PRO09500,18,6194,111492,WAR00710
LIN18262,QUO55504,PRO83380,1,6138,6138,WAR00711
LIN33881,QUO97762,PRO09500,10,6194,61940,WAR00712
LIN61058,QUO92354,PRO81999,10,3518,35180,WAR00713
LIN95781,QUO05616,PRO01485,17,8534,145078,WAR00714
LIN58215,QUO74774,PRO45787,4,9518,38072,WAR00715
LIN60417,QUO67020,PRO03838,3,8952,26856,WAR00716
LIN43163,QUO08235,PRO41627,6,6332,37992,WAR00717
LIN21173,QUO89300,PRO64122,12,4502,54024,WAR00718
LIN23777,QUO57320,PRO86898,8,9816,78528,WAR00719
LIN52858,QUO47673,PRO63981,9,6130,55170,WAR00720
LIN93937,QUO03038,PRO95982,1,8584,8584,WAR00721
LIN63405,QUO87409,PRO83380,9,6138,55242,WAR00722
LIN48385,QUO92836,PRO09500,12,6194,74328,WAR00723
LIN97671,QUO80134,PRO30045,19,3060,58140,WAR00724
LIN97349,QUO08944,PRO39806,17,7529,127993,WAR00725
LIN12043,QUO55608,PRO77206,1,7670,7670,WAR00726
LIN39367,QUO03681,PRO41240,17,9402,159834,WAR00727
LIN42570,QUO31724,PRO70558,17,7843,133331,WAR00728
LIN14373,QUO61663,PRO09500,10,6194,61940,WAR00729
LIN16580,QUO89653,PRO09500,10,6194,61940,WAR00730
LIN31691,QUO43517,PRO81999,14,3518,49252,WAR00731
LIN51845,QUO43741,PRO81999,7,3518,24626,WAR00732
LIN23075,QUO68897,PRO44499,4,9613,38452,WAR00733
LIN66130,QUO15967,PRO83380,13,6138,79794,WAR00734
LIN12698,QUO04879,PRO14701,4,6030,24120,WAR00735
LIN84940,QUO39620,PRO67890,4,4880,19520,WAR00736
LIN04508,QUO57822,PRO81999,18,3518,63324,WAR00737
LIN99364,QUO60496,PRO40808,7,6574,46018,WAR00738
LIN19244,QUO92644,PRO51725,7,8828,61796,WAR00739
LIN25874,QUO17980,PRO64828,7,8684,60788,WAR00740
LIN34996,QUO41481,PRO07576,7,3571,24997,WAR00741
LIN33272,QUO18770,PRO19301,3,5943,17829,WAR00742
LIN30096,QUO34143,PRO75076,20,8325,166500,WAR00743
LIN34809,QUO51678,PRO51725,14,8828,123592,WAR00744
LIN39138,QUO80342,PRO14701,11,6030,66330,WAR00745
LIN95827,QUO66540,PRO39806,3,7529,22587,WAR00746
LIN52760,QUO63490,PRO77206,19,7670,145730,WAR00747
LIN80515,QUO58331,PRO44499,16,9613,153808,WAR00748
LIN42133,QUO15978,PRO14992,6,5682,34092,WAR00749
LIN06264,QUO39411,PRO93334,20,6267,125340,WAR00750
LIN17055,QUO75436,PRO99910,17,7851,133467,WAR00751
LIN29334,QUO82061,PRO63981,5,6130,30650,WAR00752
LIN88117,QUO45345,PRO01485,4,8534,34136,WAR00753
LIN87479,QUO28321,PRO39806,1,7529,7529,WAR00754
LIN51581,QUO11502,PRO01485,20,8534,170680,WAR00755
LIN31031,QUO62422,PRO29563,3,4923,14769,WAR00756
LIN12340,QUO19729,PRO70558,6,7843,47058,WAR00757
LIN40910,QUO23048,PRO67495,9,9591,86319,WAR00758
LIN56843,QUO03610,PRO39806,6,7529,45174,WAR00759
LIN56513,QUO54674,PRO83380,15,6138,92070,WAR00760
LIN19125,QUO61943,PRO81999,12,3518,42216,WAR00761
LIN42808,QUO86093,PRO92316,12,8114,97368,WAR00762
LIN05631,QUO24253,PRO64497,3,7892,23676,WAR00763
LIN12272,QUO48682,PRO09500,14,6194,86716,WAR00764
LIN91797,QUO24334,PRO13996,19,9851,187169,WAR00765
LIN50273,QUO60220,PRO65552,6,5999,35994,WAR00766
LIN70634,QUO80090,PRO26667,12,3888,46656,WAR00767
LIN97952,QUO47560,PRO19301,5,5943,29715,WAR00768
LIN73666,QUO33042,PRO26667,8,3888,31104,WAR00769
LIN19911,QUO53874,PRO86754,5,9327,46635,WAR00770
LIN38763,QUO71481,PRO81999,1,3518,3518,WAR00771
LIN25186,QUO45880,PRO67890,11,4880,53680,WAR00772
LIN60955,QUO84316,PRO98085,7,9212,64484,WAR00773
LIN03224,QUO54735,PRO61136,16,5239,83824,WAR00774
LIN17592,QUO85063,PRO40808,12,6574,78888,WAR00775
LIN63573,QUO80975,PRO86898,7,9816,68712,WAR00776
LIN85197,QUO83441,PRO09500,4,6194,24776,WAR00777
LIN11937,QUO23594,PRO79367,4,7500,30000,WAR00778
LIN53131,QUO06699,PRO93334,15,6267,94005,WAR00779
LIN95255,QUO89682,PRO74373,14,7854,109956,WAR00780
LIN00171,QUO07876,PRO21215,8,4332,34656,WAR00781
LIN10672,QUO00872,PRO04233,12,5775,69300,WAR00782
LIN51554,QUO95290,PRO09500,12,6194,74328,WAR00783
LIN09493,QUO58473,PRO86754,6,9327,55962,WAR00784
LIN12840,QUO90443,PRO41627,11,6332,69652,WAR00785
LIN56237,QUO41215,PRO67495,13,9591,124683,WAR00786
LIN19634,QUO34390,PRO75076,6,8325,49950,WAR00787
LIN25681,QUO47415,PRO95982,6,8584,51504,WAR00788
LIN28980,QUO61769,PRO75076,12,8325,99900,WAR00789
LIN74445,QUO48309,PRO41240,16,9402,150432,WAR00790
LIN27038,QUO06507,PRO12639,1,8917,8917,WAR00791
LIN35231,QUO68861,PRO51045,17,8664,147288,WAR00792
LIN54832,QUO93208,PRO41240,5,9402,47010,WAR00793
LIN74993,QUO22161,PRO10732,14,9315,130410,WAR00794
LIN83546,QUO92368,PRO64828,1,8684,8684,WAR00795
LIN57463,QUO09188,PRO86754,10,9327,93270,WAR00796
LIN01014,QUO65534,PRO45787,10,9518,95180,WAR00797
LIN56992,QUO97414,PRO64122,1,4502,4502,WAR00798
LIN71487,QUO37517,PRO67495,7,9591,67137,WAR00799
LIN42890,QUO64683,PRO61136,9,5239,47151,WAR00800
LIN57644,QUO58594,PRO07576,4,3571,14284,WAR00801
LIN60381,QUO29813,PRO97881,5,6562,32810,WAR00802
LIN96015,QUO96448,PRO51725,8,8828,70624,WAR00803
LIN75781,QUO64833,PRO64828,1,8684,8684,WAR00804
LIN83509,QUO83854,PRO64828,5,8684,43420,WAR00805
LIN45881,QUO39792,PRO92316,3,8114,24342,WAR00806
LIN00310,QUO95608,PRO74373,17,7854,133518,WAR00807
LIN49426,QUO61688,PRO01485,7,8534,59738,WAR00808
LIN87019,QUO79339,PRO10732,15,9315,139725,WAR00809
LIN56546,QUO39267,PRO45787,17,9518,161806,WAR00810
LIN36509,QUO21812,PRO86898,9,9816,88344,WAR00811
LIN94911,QUO73792,PRO10732,14,9315,130410,WAR00812
LIN67762,QUO65805,PRO64122,14,4502,63028,WAR00813
LIN95554,QUO61998,PRO98085,14,9212,128968,WAR00814
LIN94827,QUO61508,PRO64828,6,8684,52104,WAR00815
LIN31815,QUO94090,PRO64497,4,7892,31568,WAR00816
LIN18151,QUO81828,PRO64828,18,8684,156312,WAR00817
LIN09930,QUO00814,PRO12639,20,8917,178340,WAR00818
LIN97030,QUO65076,PRO99910,8,7851,62808,WAR00819
LIN74482,QUO66439,PRO04233,4,5775,23100,WAR00820
LIN43919,QUO63305,PRO74373,1,7854,7854,WAR00821
LIN98037,QUO55504,PRO09500,1,6194,6194,WAR00822
LIN56053,QUO11888,PRO79367,3,7500,22500,WAR00823
LIN08782,QUO03999,PRO13996,20,9851,197020,WAR00824
LIN05560,QUO43053,PRO70558,11,7843,86273,WAR00825
LIN30965,QUO35296,PRO79367,6,7500,45000,WAR00826
LIN23327,QUO17527,PRO86898,14,9816,137424,WAR00827
LIN98509,QUO87959,PRO04233,10,5775,57750,WAR00828
LIN96597,QUO42881,PRO97881,17,6562,111554,WAR00829
LIN43264,QUO91116,PRO77206,14,7670,107380,WAR00830
LIN38243,QUO81725,PRO95982,6,8584,51504,WAR00831
LIN12991,QUO16181,PRO26667,13,3888,50544,WAR00832
LIN64119,QUO58597,PRO98085,16,9212,147392,WAR00833
LIN18575,QUO46585,PRO04233,16,5775,92400,WAR00834
LIN98832,QUO04863,PRO64828,3,8684,26052,WAR00835
LIN73733,QUO96304,PRO14701,2,6030,12060,WAR00836
LIN49646,QUO88891,PRO57903,20,6074,121480,WAR00837
LIN00285,QUO31197,PRO46773,5,9613,48065,WAR00838
LIN86021,QUO68094,PRO61136,11,5239,57629,WAR00839
LIN08579,QUO00013,PRO57903,19,6074,115406,WAR00840
LIN26227,QUO25789,PRO13996,9,9851,88659,WAR00841
LIN42313,QUO53444,PRO98085,6,9212,55272,WAR00842
LIN27699,QUO35258,PRO98085,6,9212,55272,WAR00843
LIN23346,QUO48009,PRO77206,13,7670,99710,WAR00844
LIN08340,QUO48105,PRO40808,4,6574,26296,WAR00845
LIN43993,QUO77891,PRO30045,6,3060,18360,WAR00846
LIN90179,QUO14071,PRO12639,2,8917,17834,WAR00847
LIN81966,QUO82096,PRO57903,6,6074,36444,WAR00848
LIN99564,QUO67913,PRO26667,7,3888,27216,WAR00849
LIN82186,QUO17526,PRO07576,6,3571,21426,WAR00850
LIN15010,QUO19226,PRO86898,10,9816,98160,WAR00851
LIN15621,QUO04613,PRO45787,17,9518,161806,WAR00852
LIN42293,QUO07569,PRO30045,20,3060,61200,WAR00853
LIN35809,QUO09108,PRO03838,4,8952,35808,WAR00854
LIN82149,QUO79425,PRO19301,19,5943,112917,WAR00855
LIN58912,QUO17542,PRO03838,8,8952,71616,WAR00856
LIN64798,QUO09841,PRO97881,1,6562,6562,WAR00857
LIN21053,QUO37607,PRO45787,12,9518,114216,WAR00858
LIN09752,QUO24598,PRO75076,4,8325,33300,WAR00859
LIN44337,QUO68073,PRO71161,8,4550,36400,WAR00860
LIN93634,QUO20777,PRO44499,20,9613,192260,WAR00861
LIN97069,QUO17987,PRO92316,14,8114,113596,WAR00862
LIN32376,QUO66353,PRO45787,1,9518,9518,WAR00863
LIN20170,QUO59272,PRO13996,6,9851,59106,WAR00864
LIN97978,QUO42496,PRO64122,20,4502,90040,WAR00865
LIN04309,QUO41709,PRO10732,18,9315,167670,WAR00866
LIN94758,QUO34905,PRO51045,6,8664,51984,WAR00867
LIN67784,QUO39602,PRO97881,7,6562,45934,WAR00868
LIN07547,QUO77362,PRO77206,16,7670,122720,WAR00869
LIN46474,QUO78468,PRO75076,4,8325,33300,WAR00870
LIN68226,QUO04915,PRO51045,4,8664,34656,WAR00871
